date	title	url	desc
May 04, 2021	Infosys to create 1,000 tech jobs in UK	https://www.computerweekly.com/news/252500180/Infosys-to-create-1000-tech-jobs-in-UK	Infosys joins TCS in announcing the creation of UK IT jobs as India and the UK negotiate a future trading relationship
May 04, 2021	Vodafone and Google Cloud expand big data platform collaboration with new six-year deal	https://www.computerweekly.com/news/252500171/Vodafone-and-Google-Cloud-expand-big-data-platform-collaboration	Vodafone and Google Cloud have signed a six-year deal to build on their efforts to create a big data platform that will help the telco deliver a more personalised service to businesses and consumers across the world
May 04, 2021	Shadow ministers call for public consultation on health data review	https://www.computerweekly.com/news/252500168/Shadow-ministers-call-for-public-consultation-on-health-data-review	Two Labour shadow ministers want a public consultation following the findings of Ben Goldacre’s review on the use of health data for research and analysis
May 04, 2021	How Transport for NSW is tapping machine learning	https://www.computerweekly.com/news/252500166/How-Transport-for-NSW-is-tapping-machine-learning	Transport agency in New South Wales taps machine learning to restore public confidence in the state’s transportation network amid the pandemic
May 04, 2021	Tech firms unite to advance diversity and inclusion in the sector	https://www.computerweekly.com/news/252500078/Tech-firms-unite-to-advance-diversity-and-inclusion-in-the-sector	The plan will focus on areas such as leadership representation and inclusive product development
May 04, 2021	Post Office CEO either knew what was going on in Horizon scandal, or was ‘asleep at the wheel’	https://www.computerweekly.com/news/252500167/Post-Office-CEO-either-knew-what-was-going-on-in-Horizon-scandal-or-was-asleep-at-the-wheel	Post Office IT scandal CEO has no excuse for her inaction in preventing the biggest miscarriage of justice in UK history, says Criminal Cases Review Commission chairperson
May 03, 2021	New standard to simplify IoT device onboarding	https://www.computerweekly.com/news/252500115/New-standard-to-simplify-IoT-device-onboarding	Fido Alliance’s device onboarding protocol will automate the process of connecting internet-of-things devices to device management platforms while improving security
April 30, 2021	EncroChat: Top lawyer warned CPS of risk that phone hacking warrants could be unlawful	https://www.computerweekly.com/news/252500061/EncroChat-Top-lawyer-warned-CPS-of-risk-that-phone-hacking-warrants-could-be-unlawful	Lord David Anderson QC warned prosecutors that there were formidable arguments against the lawfulness of a police operation to infiltrate the encrypted phone network, EncroChat
April 30, 2021	HKT powers Hong Kong business hub with 5G	https://www.computerweekly.com/news/252500051/HKT-powers-Hong-Kong-business-hub-with-5G	Business hub in Hong Kong territory goes for next-gen networking technology from leading local operator in a bid to ‘revolutionise’ the workplace with ultra-speed connectivity
April 30, 2021	MPs accuse government of unduly interfering in information commissioner appointment	https://www.computerweekly.com/news/252500049/MPs-accuse-government-of-unduly-interfering-in-information-commissioner-appointment	Cross-party group of MPs says government is influencing the appointment of a new information commissioner by explicitly seeking a candidate who will support its policy agenda, rather than regulate independently
April 30, 2021	End of support for Build 1909 leaves some Windows open to attack	https://www.computerweekly.com/news/252500035/End-of-support-for-Build-1909-leaves-some-Windows-open-to-attack	Biannual Windows updates free IT staff from major updates, but some people prefer older builds of Windows, which leaves a gaping security hole
April 30, 2021	Government gets updated powers to intervene on tech-related M&A deals on national security grounds	https://www.computerweekly.com/news/252500038/Government-secures-updated-powers-to-intervene-on-tech-related-MA-for-national-security-reasons	The National Security and Investment Bill has secured royal assent, giving the government the legislative support it needs to intervene on business transactions in a variety of tech-related industries on national security grounds
April 30, 2021	Ordnance Survey data maps out quicker roll-out of faster broadband	https://www.computerweekly.com/news/252500034/Ordnance-Survey-data-maps-out-quicker-roll-out-of-faster-broadband	Data from UK mapping firm is supporting 15 regional fibre broadband companies to identify target locations for gigabit network
April 30, 2021	Amazon posts profit and revenue growth as Q1 results highlight impact of Covid-19 on its business	https://www.computerweekly.com/news/252500029/Amazon-posts-profit-and-revenue-growth-as-Q1-results-highlight-impact-of-Covid-19-on-its-business	Online retail giant and its cloud arm have benefited from Covid-19-induced changes to consumer and enterprise buying patterns
April 30, 2021	Simon Bolton named as NHS Digital interim CEO	https://www.computerweekly.com/news/252500030/Simon-Bolton-named-as-NHS-Digital-interim-CEO	Following the announcement of Sarah Wilkinson’s departure as CEO of NHS Digital, the organisation has appointed NHS Test and Trace CIO Simon Bolton as interim CEO
April 29, 2021	Vodafone, Qualcomm draft blueprint for Open RAN supplier diversification	https://www.computerweekly.com/news/252499995/Vodafone-Qualcomm-draft-blueprint-for-Open-RAN-supplier-diversification	Operator and comms tech giant collaborate on Massive MIMO RU and DU platform development to boost Open RAN ecosystem and increase pace of 5G innovation
April 29, 2021	Public sector organisations ‘in the dark’ about where their data is, suggests UKCloud survey	https://www.computerweekly.com/news/252499988/Public-sector-organisations-in-the-dark-about-where-their-data-is-suggests-UKCloud-survey	Response to a poll of public sector IT and business leaders suggests few have any idea if their data is stored in the cloud or on-premise, claims UKCloud
April 29, 2021	Smartphone industry smashes it in Q1 2021	https://www.computerweekly.com/news/252499976/Smartphone-industry-smashes-it-in-Q1-2021	Apple and China among the big winners as smartphone industry shows a renaissance in first quarter due to a boost from 5G-capable devices
April 29, 2021	G7 countries to cooperate on digital regulation	https://www.computerweekly.com/news/252499990/G7-countries-to-cooperate-on-digital-regulation	Digital and technology ministers outline their agenda for how technology can be used to facilitate the post-Covid recovery, signalling closer collaboration in key areas of the digital economy
April 29, 2021	BT, Fortinet team to expand managed network services with SD-WAN	https://www.computerweekly.com/news/252499986/BT-Fortinet-team-to-expand-managed-network-services-with-SD-WAN	UK telco boosts software-defined wide area network portfolio with new solution combining global connectivity and cyber expertise with Fortinet Secure SD-WAN
April 29, 2021	Impact of low chip supply spreads	https://www.computerweekly.com/news/252499981/Impact-of-low-chip-supply-spreads	Covid-19, shifts in consumer purchasing, sanctions and a drought in Taiwan have come together as a perfect storm to squeeze the supply of semiconductors
April 29, 2021	Northern Ireland pilots security training plan for 16-25s	https://www.computerweekly.com/news/252499972/Northern-Ireland-pilots-security-training-plan-for-16-25s	Pilot scheme in Northern Ireland aims to widen access to cyber security careers
April 29, 2021	Walt Disney Company confirms AWS as preferred cloud partner for Disney+ streaming service	https://www.computerweekly.com/news/252499973/Walt-Disney-Company-confirms-AWS-as-preferred-cloud-partner-for-Disney-streaming-service	Company lifts the veil on the cloud tech powering the global expansion of its popular Disney+ streaming service
April 29, 2021	Eutelsat takes stake in OneWeb satellite service	https://www.computerweekly.com/news/252499955/Eutelsat-takes-stake-in-OneWeb-satellite-service	French satellite operator looks for growth beyond traditional broadcast and broadband applications, and becomes shareholder partner in UK government/Bharti Global LEO project
April 29, 2021	GCHQ: Dyslexic thinkers key to solving UK cyber security challenges	https://www.computerweekly.com/news/252499960/GCHQ-Dyslexic-thinkers-key-to-solving-UK-cyber-security-challenges	Neurodiverse staff are bringing a unique contribution to keeping the country safe, according to the intelligence and cyber agency
April 29, 2021	UK demand for digital automation skills soars	https://www.computerweekly.com/news/252499961/UK-demand-for-digital-automation-skills-soars	The need for automation proficiency has more than doubled in the past two years, according to research
April 29, 2021	JEDI cloud contract: US court refuses to dismiss Amazon’s ‘political interference’ allegations	https://www.computerweekly.com/news/252499969/JEDI-cloud-contract-US-court-refuses-to-dismiss-Amazons-political-interference-allegations	The long-running JEDI cloud contract row rumbles on as US Court of Federal Claims refuses to dismiss Amazon’s allegations that the Trump administration interfered with contract’s outcome
April 29, 2021	Intel seeks broader platform play with Ice Lake	https://www.computerweekly.com/news/252499970/Intel-seeks-broader-platform-play-with-Ice-Lake	Company is counting on performance improvements from its third-generation Xeon ‘Ice Lake’ chip and its broader platform strategy to regain its mojo in the market
April 29, 2021	Microsoft outlines five-year plan for accessibility tech	https://www.computerweekly.com/news/252499928/Microsoft-outlines-a-five-year-plan-on-accessibility	Department for Work and Pensions staff to be trained on accessibility technologies to help people with disabilities return to work
April 28, 2021	Huawei takes hit from technology bans in first quarter	https://www.computerweekly.com/news/252499941/Huawei-takes-hit-from-technology-bans-in-first-quarter	Bans batter revenues at Huawei, which is bracing for more challenges but insists good times are ahead in 5G and comms software
April 28, 2021	UK full-fibre broadband could deliver £25bn boost to productivity	https://www.computerweekly.com/news/252499915/UK-full-fibre-broadband-could-deliver-25bn-boost-to-productivity	Study from Centre for Economics and Business predicts that ultrafast fibre-to-the-premises broadband could bring one million people back into the workforce through remote working
April 28, 2021	Covid-19 security challenges leave bank customers at risk	https://www.computerweekly.com/news/252499936/Covid-19-security-challenges-leave-bank-customers-at-risk	Challenges arising from the pandemic have left gaping holes in banking security, putting consumers at risk of fraud
April 28, 2021	Norway’s agritech innovators are ready to expand to pastures new	https://www.computerweekly.com/news/252499917/Norways-agritech-innovators-are-ready-to-expand-to-pastures-new	A tech startup industry aimed at modernising farming is making hay in Norway and laying down roots in other countries
April 28, 2021	Recruiters can’t afford to hold out for cyber ‘unicorns’	https://www.computerweekly.com/news/252499924/Recruiters-cant-afford-to-hold-out-for-cyber-unicorns	The perfect security candidate is hard to find, so hiring policy needs to be more pragmatic
April 28, 2021	Office 365 compromise likely led to Merseyrail ransomware attack	https://www.computerweekly.com/news/252499929/Office-365-compromise-likely-led-to-Merseyrail-ransomware-attack	Compromise of Merseyrail employee data seems to have begun after a key email account was hacked
April 28, 2021	Digital divide narrows but 1.5 million UK homes remain offline	https://www.computerweekly.com/news/252499927/Digital-divide-narrows-but-15-million-UK-homes-remain-offline	Gap between UK broadband haves and have-nots narrows as people have gone online to escape the lockdown and ‘proxy internet’ users emerge, but a significant minority remain digitally excluded
April 28, 2021	Google Cloud reports $1bn operating loss, but Alphabet remains committed	https://www.computerweekly.com/news/252499925/Google-Cloud-reports-1bn-operating-loss-but-Alphabet-remains-committed	Company has extended the life of its servers from three to four years, netting $625m more revenue
April 28, 2021	Microsoft results get a pandemic jab	https://www.computerweekly.com/news/252499914/Microsoft-results-get-a-pandemic-jab	Covid-19 has stimulated businesses to digitise more, and this is reflected in Microsoft’s latest results
April 28, 2021	NHS app to serve as vaccine passport for foreign holidays	https://www.computerweekly.com/news/252499911/NHS-app-to-serve-as-vaccine-passport-for-foreign-holidays	Existing NHS app will have vaccine passport functionality added to it, transport secretary confirms
April 28, 2021	Red Hat eyes edge computing workloads	https://www.computerweekly.com/news/252499910/Red-Hat-eyes-edge-computing-workloads	Open-source juggernaut has enriched its enterprise Linux and OpenShift offerings to support edge computing workloads better
April 28, 2021	CIO interview: Chris Porter, VP talent acquisition and matching, BP	https://www.computerweekly.com/news/252499777/CIO-interview-Chris-Porter-VP-talent-acquisition-and-matching-BP	With the help of digital technologies and recruitment of data-savvy talent,  BP is aiming to become a net-zero business by 2050
April 28, 2021	O2 and Vodafone enter UK 5G spectrum trade agreement	https://www.computerweekly.com/news/252499881/O2-and-Vodafone-enter-UK-5G-spectrum-trade-agreement	Leading UK mobile operators take advantage of new regulations and trade spectrum bands following auction, claiming to have created the UK’s fastest 5G for customers
April 28, 2021	Government extends Gov.uk Verify for a further two years	https://www.computerweekly.com/news/252499895/Government-extends-Govuk-Verify-for-a-further-two-years	The government’s Gov.uk Verify identity platform will continue to run until April 2023 while a new identity service is developed
April 27, 2021	Fujitsu, NTT look beyond 5G to realise sustainable digital society	https://www.computerweekly.com/news/252499869/Fujitsu-NTT-look-beyond-5G-to-realise-sustainable-digital-society	IT giants come together, envisioning a new, energy-efficient digital society founded on global and open collaboration with a range of partners supporting the Innovative Optical and Wireless Network
April 27, 2021	EE more than doubles its UK 5G frequency holdings at end of spectrum auctions	https://www.computerweekly.com/news/252499872/EE-more-than-doubles-its-UK-5G-frequency-holdings-at-end-of-spectrum-auctions	BT-owned mobile operator wins 80MHz overall of 700MHz and 3.6GHz bands and announces roll-out of additional 3.6GHz capacity across the UK
April 27, 2021	Flexible CIOs gain friends in finance	https://www.computerweekly.com/news/252499854/Flexible-CIOs-gain-friends-in-finance	The pandemic has shown the value of IT to business leaders. Chief financial officers are looking for quick IT investment returns
April 27, 2021	UK supermarkets to trial age estimation tech for alcohol purchases	https://www.computerweekly.com/news/252499863/UK-supermarkets-to-trial-age-estimation-tech-for-alcohol-purchases	Biometric age estimation technology developed by Yoti to be tested in UK supermarkets for alcohol purchases as part of government-led digital identities initiative
April 27, 2021	Total cost of ransomware attack heading towards $2m	https://www.computerweekly.com/news/252499796/Total-cost-of-ransomware-attack-heading-towards-2m	Sophos’ latest study finds that ransomware attacks are proving increasingly disruptive to their victims’ finances
April 27, 2021	Scality launches Artesca container-native object storage	https://www.computerweekly.com/news/252499779/Scality-launches-Artesca-container-native-object-storage	Object storage specialist gets on a burgeoning container object storage market with Artesca, which runs from Kubernetes to provide persistent storage for containerised applications
April 27, 2021	Leaky Azure storage account puts software developer IP at risk	https://www.computerweekly.com/news/252499781/Leaky-Azure-storage-account-puts-software-developer-IP-at-risk	Source code for multiple products was left exposed in an unsecured Microsoft Azure cloud storage account, say researchers, but attributing responsibility for the error has proved difficult
April 27, 2021	Startup targets PC gamers to build decentralised supercomputer	https://www.computerweekly.com/news/252499851/Startup-targets-PC-gamers-to-build-decentralised-supercomputer	US-based Salad Technologies has been tapping up PC gamers to donate their surplus capacity for cryptocurrency mining for several years now, but it is now turning its attention to diversifying its workloads
April 27, 2021	Apple OS updates patch multiple security holes	https://www.computerweekly.com/news/252499853/Apple-OS-updates-patch-multiple-security-holes	The much-heralded release of the privacy-centric iOS 14.5 also brings patches for multiple CVEs, and users of Apple smartphones, tablets and notebooks are best advised to update as soon as possible
April 27, 2021	Wipro and Google Cloud deepen partnership	https://www.computerweekly.com/news/252499847/Wipro-and-Google-Cloud-deepen-partnership	Wipro earns application development specialisation from Google Cloud following an earlier move to migrate SAP workloads to Google Cloud Platform
April 27, 2021	Falkirk Council deploys end-to-end digital telecare	https://www.computerweekly.com/news/252499849/Falkirk-Council-deploys-end-to-end-digital-telecare	Council has become the first in Scotland to go live with a complete digital telecare service for its local residents
April 27, 2021	North London school wins NCSC girls’ cyber challenge	https://www.computerweekly.com/news/252499846/North-London-school-wins-NCSC-girls-cyber-challenge	Highgate School in North London is the winner of this year’s CyberFirst Girls security competition
April 27, 2021	The Security Interviews: Making sense of outbound email security	https://www.computerweekly.com/news/252499729/The-Security-Interviews-Making-sense-of-outbound-email-security	Screening inbound emails is an accepted part of an organisation’s security posture, but the topic of securing outbound traffic is less often discussed. Zivver’s Rick Goud is on a mission to change this
April 27, 2021	Papa John’s embarks on ‘multi-phase’ move to Google Cloud	https://www.computerweekly.com/news/252499836/Papa-Johns-embarks-on-multi-phase-move-to-Google-Cloud	Papa John’s International has set out plans to shutter its datacentres and revamp its customer experience to include a move towards real-time tracking data for its deliveries
April 27, 2021	Nokia, NewCore Wireless bring 5G, high-end broadband to remote US regions	https://www.computerweekly.com/news/252499794/Nokia-NewCore-Wireless-bring-5G-high-end-broadband-to-remote-US-regions	Global comms tech provider and regional operator bring next-generation broadband to US tribal nations to empower economic opportunity through support for e-learning, telehealth and remote work during the pandemic
April 27, 2021	UnitingCare Queensland hit by cyber attack	https://www.computerweekly.com/news/252499835/UnitingCare-Queensland-hit-by-cyber-attack	Healthcare service provider UnitingCare Queensland was reportedly hit by a ransomware attack that crippled several IT systems
April 26, 2021	First 3GPP-compliant public safety network with MCPTT launches in South Korea	https://www.computerweekly.com/news/252499799/First-3GPP-compliant-public-safety-network-with-MCPTT-launches-in-South-Korea	Samsung teams up with leading Korean mobile operators to complete the build-out of LTE-based public safety network in 700MHz
April 26, 2021	Another 38 subpostmasters submit appeals against convictions	https://www.computerweekly.com/news/252499806/Another-38-subpostmasters-submit-appeals-against-convictions	The biggest miscarriage of justice in UK history is set to get bigger as more subpostmasters take their cases to the Court of Appeal
April 26, 2021	French legal challenge over EncroChat cryptophone hack could hit UK prosecutions	https://www.computerweekly.com/news/252499785/French-legal-challenge-over-EncroChat-cryptophone-hack-could-hit-UK-prosecutions	Lawyers are challenging the legality of a French police operation to harvest tens of thousands of messages from the EncroChat encrypted phone network in a move that could overturn criminal prosecutions in the UK
April 26, 2021	JLL assures better office experience for hybrid workforce	https://www.computerweekly.com/news/252499788/JLL-assures-better-office-experience-for-hybrid-workforce	Real estate and investment management professional services firm introduces collaboration suite designed to enhance employee connectivity, solidifying its suite of hybrid workplace offerings
April 26, 2021	Digital tech potential in health and social care not yet realised, says King’s Fund	https://www.computerweekly.com/news/252499786/Digital-tech-potential-in-health-and-social-care-not-yet-realised-says-Kings-Fund	Report by health policy think-tank says that although there is evidence that digital technology can support staff and patients, there are large gaps in the evidence base
April 26, 2021	Post Office scandal CEO steps down from roles after massive miscarriage of justice is laid bare	https://www.computerweekly.com/news/252499778/Post-Office-scandal-CEO-steps-down-from-roles-after-massive-miscarriage-of-justice-is-laid-bare	Former Post Office CEO Paula Vennells has left roles in the church, Morrisons and Dunelm after postmasters’ convictions were overturned in the Court of Appeal
April 26, 2021	How Toffs is seizing Asia’s CDN market	https://www.computerweekly.com/news/252499775/How-Toffs-is-seizing-Asias-CDN-market	Toffs Technologies is eyeing second- and third-tier cities in Asia as it bolsters its infrastructure and experiments with the use of home networks as content delivery networks
April 23, 2021	HMRC downplays significance of CEO email ‘questioning’ legal basis of loan charge policy	https://www.computerweekly.com/news/252499746/HMRC-downplays-significance-of-CEO-email-appearing-to-question-legal-basis-of-loan-charge-policy	A document dump of emails shared between HMRC officials has prompted loan charge campaigners to further question the legal footing of the government’s controversial disguised remuneration policy
April 23, 2021	‘Spy cops’ victims share ongoing data protection concerns	https://www.computerweekly.com/news/252499742/Spy-cops-victims-share-ongoing-data-protection-concerns	Under Cover Policing Inquiry will consider whether the extensive amount of personal data collected about left-wing activists by the Special Demonstration Squad was justified, as witnesses question whether information about them is still being ...
April 23, 2021	Triangle shapes up to expand gigabit broadband services	https://www.computerweekly.com/news/252499730/Triangle-shapes-up-to-expand-gigabit-broadband-services	Full fibre finds further momentum in UK with with new consumer ISP brand Fibrehop to offer gigabit services to locations including Cheltenham, Gloucester, Weston-Super-Mare, Bath, Swindon, Leicester and Plymouth
April 27, 2021	Nokia, NewCore Wireless bring 5G, high-end broadband to remote US regions	https://www.computerweekly.com/news/252499794/Nokia-NewCore-Wireless-bring-5G-high-end-broadband-to-remote-US-regions	Global comms tech provider and regional operator bring next-generation broadband to US tribal nations to empower economic opportunity through support for e-learning, telehealth and remote work during the pandemic
April 27, 2021	UnitingCare Queensland hit by cyber attack	https://www.computerweekly.com/news/252499835/UnitingCare-Queensland-hit-by-cyber-attack	Healthcare service provider UnitingCare Queensland was reportedly hit by a ransomware attack that crippled several IT systems
April 26, 2021	First 3GPP-compliant public safety network with MCPTT launches in South Korea	https://www.computerweekly.com/news/252499799/First-3GPP-compliant-public-safety-network-with-MCPTT-launches-in-South-Korea	Samsung teams up with leading Korean mobile operators to complete the build-out of LTE-based public safety network in 700MHz
April 26, 2021	Another 38 subpostmasters submit appeals against convictions	https://www.computerweekly.com/news/252499806/Another-38-subpostmasters-submit-appeals-against-convictions	The biggest miscarriage of justice in UK history is set to get bigger as more subpostmasters take their cases to the Court of Appeal
April 26, 2021	French legal challenge over EncroChat cryptophone hack could hit UK prosecutions	https://www.computerweekly.com/news/252499785/French-legal-challenge-over-EncroChat-cryptophone-hack-could-hit-UK-prosecutions	Lawyers are challenging the legality of a French police operation to harvest tens of thousands of messages from the EncroChat encrypted phone network in a move that could overturn criminal prosecutions in the UK
April 26, 2021	JLL assures better office experience for hybrid workforce	https://www.computerweekly.com/news/252499788/JLL-assures-better-office-experience-for-hybrid-workforce	Real estate and investment management professional services firm introduces collaboration suite designed to enhance employee connectivity, solidifying its suite of hybrid workplace offerings
April 26, 2021	Digital tech potential in health and social care not yet realised, says King’s Fund	https://www.computerweekly.com/news/252499786/Digital-tech-potential-in-health-and-social-care-not-yet-realised-says-Kings-Fund	Report by health policy think-tank says that although there is evidence that digital technology can support staff and patients, there are large gaps in the evidence base
